accountId,lineItemId,statementId
493589,4380740,291407
493591,4364809,291409
493592,2657939,291411
493610,4352000,291413
493618,4336077,291415
493619,4376342,291417
493621,4387443,291419
493622,4447322,291420
493623,4367481,291421
493624,4250419,291422
493625,2646637,291423
493628,4388353,291426
493629,4325603,291429
493630,4385047,291431
493631,4376454,291433
493632,4543811,291435
493634,4382405,291437
493636,4371795,291439
493637,4383189,291441
493638,4363385,291443
493639,4368458,291445
493641,4543965,291447
493642,4386599,291449
493643,4349257,291451
493644,1342191,291453
493645,4376411,291455
493646,4382692,291457
493647,4386196,291459
493648,2652100,291461
493649,4388184,291462
493651,4369476,291464
493652,4351273,291466
493653,4379816,291468
493655,4371628,291470
493656,4372014,291472
493657,4384684,291474
493658,4376536,291476
493659,4544423,291478
493663,4374677,291480
493664,4380046,291482
493675,4383350,291484
493676,4387828,291486
493677,4543823,291488
493678,4385427,291491
493679,2653673,291493
493680,4370909,291495
493681,4387457,291497
493682,4380088,291499
493683,4385192,291501
493684,4382097,291503
493685,2604567,291505
493686,4381046,291507
493687,4544038,291509
493688,4386934,291511
493689,4359876,291513
493690,4544265,291515
493691,4347302,291517
493693,4386010,291519
493694,4372730,291521
493695,4381245,291523
493696,4340127,291525
493697,4367701,291527
493698,4358706,291529
493699,3158376,291531
493700,4544061,291533
493701,4314549,291535
493702,4370440,291537
493703,4372190,291539
493704,4543969,291541
493705,4332497,291543
493706,4358308,291545
493707,4377425,291547
493708,4372524,291549
493709,4333085,291551
493710,4372141,291553
493711,4378667,291555
493712,4382666,291557
493713,4544041,291559
493714,4380212,291561
493715,4544235,291566
493717,4544387,291571
493718,2662500,291573
493719,4373541,291575
493720,4383122,291577
493721,4388419,291579
493722,4364080,291581
493723,4377640,291583
493724,4367548,291585
493725,2639917,291587
493726,4544379,291589
493727,4360127,291591
493728,4363272,291593
493730,4348222,291594
493734,1342582,291596
493735,4340913,291598
493736,1342594,291600
493737,4385199,291602
493742,4544063,291604
493743,1342617,291605
493744,4544197,291607
493746,4379737,291608
493747,4351103,291614
493748,4372868,291616
493749,4378964,291618
493750,4388883,291620
493754,4544111,291626
493755,4385816,291632
493756,4385155,291638
493757,4544215,291644
493758,4303204,291646
493759,4544347,291652
493760,4365489,291654
493761,4371922,291656
493762,4330775,291662
493763,4356200,291664
493766,4354901,291668
493767,4543715,291667
493769,4311734,291675
493770,4333375,291677
493771,4360093,291680
493772,4387913,291700
493773,4366774,291681
493774,4372380,291683
493775,4371646,291685
493776,4544073,291687
493777,4366194,291688
493778,2664966,291694
493779,4382602,291699
493780,4296994,291706
493781,3138657,291816
493782,4385308,291759
493783,4388031,291809
493784,4387040,291810
493785,1342941,291813
493786,4373542,291814
493787,3159254,291822
493788,4543597,291833
493789,4384379,291826
493790,4357916,291839
493791,4382630,291845
493792,4543743,291851
493793,4378552,291856
493794,4369916,291861
493795,4387173,291863
493796,4386465,291865
493797,4543787,291874
493798,4543669,291868
493799,4388012,291871
493803,4354368,291879
493804,3156067,291884
493805,4384543,291889
493806,3156194,291894
493808,4544355,291899
493809,4386262,291904
493810,4543711,291909
493811,4381452,291914
493812,4381196,291920
493815,4387574,291927
493817,1343212,291923
493818,4544415,291933
493819,4462967,291934
493820,4389102,291944
493821,4448120,291950
493822,4341092,291956
493823,4543575,291963
493827,4380037,291962
493828,4355445,291969
493829,4367067,291975
493830,4375405,291976
493831,4384319,291991
493832,3152333,292001
493833,4384108,291998
493834,2663437,292000
493835,4365092,292003
493837,4339972,292005
493838,4369268,292007
493839,4373427,292015
493840,2635621,292010
493844,4544375,292029
493845,4373606,292018
493846,4543855,292021
493847,4388783,292025
493848,4377926,292027
493852,3155484,292035
493853,4383623,292041
493854,4381578,292055
493855,4381729,292047
493856,4372338,292049
493857,4348169,292052
493858,2622926,292054
493862,4543858,292061
493863,4388390,292067
493864,4342541,292073
493865,4382304,292088
493868,4543911,292094
493870,4305131,292075
493871,4544283,292080
493872,4543571,292082
493873,4258666,292090
493874,4544239,292092
493878,4543825,292100
493879,3152591,292106
493880,4368530,292205
493881,4377012,292112
493882,4544307,292125
493883,4544093,292144
493884,4544004,292163
493887,4544133,292165
493888,4221495,292186
493889,4388173,292180
493890,4387592,292188
493891,4544167,292201
493892,4342174,292203
493895,4543589,292218
493897,4544089,292237
493898,4544107,292256
493899,4343583,292275
493900,4543893,292294
493901,4544367,292313
493902,4543805,292327
493903,4338073,292342
493905,4543791,292357
493906,4544317,292372
493907,4388889,292387
493909,4543551,292402
493910,4544369,292416
493911,4544483,292431
493912,4544425,292446
493913,4544241,292461
493914,4544031,292476
493915,4543591,292491
493916,4543925,292506
493917,4544023,292510
493918,4388774,292514
493919,4544495,292518
493921,4383180,292522
493922,4544027,292525
493923,4447645,292528
493924,4317856,292531
493925,4497694,292533
493926,4389051,292538
493927,4323748,292536
493928,4366412,292541
493929,4544471,292544
493934,4543707,292549
493935,4378661,292547
493940,4373970,292552
493941,4543649,292561
493942,4544365,292554
493943,4544303,292557
493944,4346885,292559
493945,4543935,292563
493946,4544081,292566
493950,4372508,292569
493951,4543799,292572
493952,4350103,292575
493953,4367416,292578
493954,4544411,292581
493955,4358629,292588
493956,4360491,292584
493957,2665644,292586
493958,4355141,292590
493960,4375493,292593
493961,4544403,292596
493962,4543932,292599
493963,4386961,292602
493964,4372416,292605
493965,4382483,292608
493966,4385368,292611
493967,4387256,292614
493968,4385625,292617
493969,4544223,292619
493970,4381558,292621
493971,4544053,292626
493972,4388258,292624
493974,4464608,292627
493975,4543691,292636
493976,4463002,292656
493977,4543793,292655
493978,4354610,292649
493979,4358148,292658
493980,4382410,292660
493981,4375403,292661
493982,4388700,292663
493983,4346701,292669
493985,4335371,292672
493986,4543640,292710
493987,4376926,292671
493988,4543977,292688
493989,4382792,292682
493990,1344802,292691
493991,4387464,292692
493992,4544354,292707
493993,4369116,292701
493994,4343503,292713
493995,4381191,292739
493996,4386586,292712
493997,4343835,292717
493998,4373502,292723
493999,4381951,292722
494000,4544191,292737
494001,4370315,292731
494002,4543870,292747
494003,4376410,292762
494004,4544095,292753
494005,4381735,292755
494006,2666338,292758
494007,4342070,292759
494008,3142748,292770
494010,4543847,292778
494011,4544067,292786
494012,4385048,292794
494014,4369557,292804
494015,4369537,292802
494016,4543769,292812
494017,4543470,292820
494018,4543609,292828
494019,4294936,292836
494020,4544043,292842
494021,4378132,292851
494022,4544359,292860
494023,4543843,292869
494024,4544281,292878
494025,4374558,292886
494027,4544131,292894
494028,4543583,292902
494029,4381945,292910
494030,4367753,292918
494031,4361697,292921
494032,4543943,292929
494033,4544277,292937
494034,4544299,292945
494035,3081270,292953
494036,4380221,292960
494037,3146070,292967
494038,3124512,292974
494040,4366863,292976
494041,4383109,292979
494042,4374197,292982
494043,4373358,292985
494044,4379804,292988
494045,4373747,292990
494046,4341033,292993
494047,4299404,292996
494048,4544431,292999
494049,4383432,293002
494050,4353829,293005
494052,1345727,293006
494053,4541370,464284
494054,1345825,293054
494055,4541371,464285
494056,4541372,464286
494057,4541373,464287
494058,1345922,293102
494059,4541374,464288
494060,4541375,464289
494061,1346019,293150
494062,1346152,293204
494063,4541376,464290
494064,4541377,464291
494065,4541378,464292
494066,1346252,293254
494067,4541379,464293
494068,4541380,464294
494069,1346350,293305
494070,4541381,464295
494071,4544346,293203
494072,1346454,293358
494073,4543929,293354
494074,4370340,293409
494075,1346593,293418
494076,4541382,464296
494077,4541383,464297
494078,4541384,464298
494079,4541385,464299
494080,1346696,293468
494081,4541386,464300
494082,3150593,293416
494083,4541387,464301
494084,1346798,293516
494085,4543763,293467
494086,4541388,464302
494087,4543474,293569
494088,1346955,293576
494089,4541389,464303
494090,4541390,464304
494091,4541391,464305
494092,4541392,464306
494093,1347058,293625
494094,4541393,464307
494095,4543593,293575
494096,4541394,464308
494097,1347170,293678
494098,4541395,464309
494099,4544129,293677
494100,4378693,293731
494101,4429467,293736
494102,4541396,464310
494103,4541397,464311
494104,4541398,464312
494105,4541399,464313
494106,1347415,293786
494107,4541400,464314
494108,4541401,464315
494109,4343578,293785
494110,1347537,293840
494111,1347643,293889
494112,4544225,293839
494113,1347777,293946
494114,4544319,293941
494115,4541402,464316
494116,4541403,464317
494117,4541404,464318
494118,4541405,464319
494119,4541406,464320
494120,1347877,293994
494121,4541407,464321
494122,4378983,293945
494123,1347987,294049
494124,1348104,294103
494125,4387968,294047
494126,4371928,294101
494127,4541408,464322
494128,1348234,294160
494129,4541409,464323
494130,4541410,464324
494131,1348333,294208
494132,4541411,464325
494133,4541412,464326
494134,4543749,294155
494135,4541413,464327
494136,4543653,294159
494137,1348463,294267
494138,4544455,294261
494139,1348574,294317
494140,4543779,294266
494141,4541414,464328
494142,4541415,464329
494143,4541416,464330
494144,4541417,464331
494145,4541418,464332
494146,4541419,464333
494147,1348702,294377
494148,4372429,294368
494149,4541420,464334
494150,4386012,294374
494151,4386226,294428
494152,4384023,294434
494153,4544386,294440
494154,4369370,294446
494155,4544158,294452
494156,3157505,294458
494157,4366342,294464
494158,4544271,294470
494159,4378390,294476
494160,4544421,294482
494161,4375469,294488
494162,4544099,294494
494164,1349028,294495
494165,4541421,464335
494166,4541422,464336
494167,4541423,464337
494168,4541424,464338
494169,4541425,464339
494170,4541426,464340
494171,1349125,294543
494172,4541427,464341
494173,4541428,464342
494174,1349252,294591
494175,4541429,464343
494176,4541430,464344
494177,4541431,464345
494178,4541432,464346
494179,4541433,464347
494180,4541434,464348
494181,1349349,294639
494182,4541435,464349
494183,4541436,464350
494184,1349488,294689
494185,4541437,464352
494186,4541438,464353
494187,4541439,464354
494188,4541440,464355
494189,4541441,464356
494190,4541442,464357
494191,1349586,294737
494192,4541443,464358
494193,4541444,464359
494194,4543767,294687
494195,4370290,294688
494197,4378199,294787
494198,4374031,294786
494199,4544457,294803
494200,1350134,294958
494201,1349878,294851
494202,4541445,464360
494203,4541446,464361
494204,4541447,464362
494205,4221319,294818
494206,4541448,464363
494207,4541449,464364
494208,4541450,464365
494209,1349984,294902
494210,4543697,294850
494211,4541451,464366
494212,4388078,294849
494215,4385234,294901
494216,4282817,294900
494217,4385249,294951
494219,4386619,294953
494221,1350250,295011
494222,4541452,464367
494223,4541453,464368
494224,3154863,294954
494225,4541454,464369
494226,1350349,295059
494227,4382581,294955
494228,1350447,295107
494229,4541455,464370
494230,3099462,295007
494231,4372877,295006
494232,4541456,464371
494233,1350548,295155
494234,4380175,295010
494235,4381124,295009
494238,4541457,464372
494239,4366619,295203
494240,1350714,295214
494241,4388782,295204
494242,4541458,464373
494243,4541459,464374
494244,4541460,464375
494245,4386318,295208
494246,4388524,295207
494247,1350812,295262
494248,4541461,464376
494249,3152140,295210
494251,1350909,295310
494252,4541462,464377
494253,4384529,295211
494254,4388588,295212
494255,1351008,295358
494256,1351138,295411
494257,4541463,464378
494258,4541464,464379
494259,1351248,295462
494260,4541465,464380
494261,1351356,295511
494262,4541466,464381
494263,4381527,295406
494264,1351461,295562
494265,4313966,295407
494266,4378093,295408
494267,4371257,295409
494268,4541467,464382
494269,4497719,295410
494270,4544205,295461
494271,1351562,295610
494272,4543435,295510
494273,4377735,295561
494274,1351680,295658
494275,4541468,464383
494276,4541469,464384
494277,1351779,295706
494278,4541470,464385
494279,4541471,464386
494280,1351878,295754
494281,1351975,295802
494282,4541472,464387
494283,1352085,295850
494284,1352193,295898
494285,4541473,464388
494286,1352292,295946
494287,4541474,464389
494288,1352391,295995
494289,4541475,464390
494290,1352493,296045
494291,1352597,296094
494292,4541476,464391
494293,2660853,295994
494294,4368593,296043
494295,2665603,296044
494296,1352731,296151
494298,4361618,296093
494299,4365388,296144
494300,1352837,296199
494301,4541477,464392
494302,4382795,296147
494303,1352937,296247
494304,4544329,296150
494305,4541478,464393
494306,1353037,296295
494307,1353140,296345
494308,4541479,464394
494309,1353239,296393
494310,4541480,464395
494311,4544297,296446
494312,1353364,296447
494313,4541481,464396
494314,1353470,296497
494315,1353571,296545
494316,4541482,464397
494317,1353671,296593
494318,4541483,464398
494319,4541484,464399
494320,1353799,296645
494321,4388137,296644
494322,1353903,296693
494323,1354039,296749
494324,4541485,464400
494325,4543915,296748
494326,4541486,464401
494327,1354144,296799
494328,4541487,464402
494329,4429480,296848
494330,4541488,464403
494331,1354364,296899
494332,4359517,296898
494333,4541489,464404
494334,4541490,464405
494335,1354510,296955
494336,4541491,464406
494337,4541492,464407
494338,1354612,297004
494339,4543981,296953
494340,4541493,464408
494341,4541494,464409
494342,4429469,297115
494343,4387050,297056
494344,1354754,297060
494345,4541495,464410
494346,4541496,464411
494347,4380999,297111
494348,4541497,464412
494349,4541498,464413
494350,1355017,297165
494351,4541499,464414
494352,4362448,297164
494353,1355175,297221
494354,4541500,464415
494355,4541501,464416
494356,4544487,297219
494357,1355284,297270
494358,4541502,464417
494359,4541503,464418
494360,1355401,297323
494361,4541504,464419
494362,4544485,297322
494364,1355510,297373
494366,4541505,464420
494367,4357445,297425
494368,1355702,297431
494369,4541506,464421
494370,4541507,464422
494371,1355806,297479
494372,4541508,464423
494373,4375903,297430
494374,1355919,297531
494375,4541509,464424
494376,1356020,297579
494377,1356121,297627
494378,4386189,297530
494379,4541510,464425
494380,4541511,464426
494381,1356254,297683
494382,4385334,297681
494383,4541512,464427
494384,1356356,297732
494385,4541513,464428
494386,1356458,297781
494387,1356583,297831
494388,4368122,297830
494389,1356686,297879
494390,4541514,464429
494391,1356829,297936
494392,4544135,297933
494393,4541515,464430
494394,1356929,297984
494395,4541516,464431
494396,4541517,464433
494397,1357038,298034
494398,3147622,298033
494399,1357144,298083
494400,4541518,464434
494401,4541519,464435
494402,1357248,298133
494403,4544039,298184
494404,1357379,298189
494405,4541520,464436
494406,4541521,464437
494407,4541522,464438
494408,4541523,464439
494409,1357503,298241
494410,4386463,298239
494411,1357606,298291
494412,1357708,298339
494413,4541524,464440
494414,4541525,464441
494415,4543705,298390
494416,1357847,298395
494417,1358298,298597
494418,4541526,464442
494419,1357946,298443
494420,4541527,464443
494421,1358067,298494
494422,4387672,298493
494423,4541528,464444
494424,4541529,464445
494425,1358177,298545
494426,4541530,464446
494427,4544405,298596
494428,1358416,298648
494429,4541531,464447
494430,1358516,298697
494431,4375655,298747
494432,1358639,298749
494433,4541532,464448
494434,4541533,464449
494435,1358786,298801
494436,4541534,464450
494437,1358900,298852
494438,4365839,298800
494439,4541535,464451
494440,1359034,298905
494441,4429472,298956
494442,4376742,298903
494443,4541536,464452
494444,1359287,299005
494445,4365006,299004
494446,4541537,464453
494447,1359428,299060
494448,4541538,464454
494449,4541539,464455
494450,4541540,464456
494451,4541541,464457
494452,3141769,299059
494453,1359571,299118
494454,4541542,464458
494455,3153548,299114
494456,1359680,299167
494457,4541543,464459
494458,3156657,299217
494459,4541544,464460
494460,4541545,464461
494461,4541546,464462
494462,1359854,299227
494463,1359960,299276
494464,4541547,464463
494465,3144585,299224
494466,4544381,299327
494467,1360103,299331
494468,4541548,464464
494469,1360210,299380
494470,1360352,299429
494471,4380590,299428
494472,4541549,464465
494473,1360491,299484
494474,4541550,464466
494475,4541551,464467
494476,1360593,299532
494477,4541552,464468
494478,4543737,299483
494479,1360701,299580
494480,4541553,464469
494485,1360808,299628
494486,4541554,464470
494487,4541555,464471
494488,4541556,464472
494489,1360913,299676
494491,1361011,299724
494493,1361420,299916
494494,1361119,299772
494495,4429482,299820
494496,4541557,464473
494497,1361323,299868
494498,1361520,299964
494499,4541558,464474
494500,4541559,464475
494501,4541560,464476
494502,1361620,300012
494503,1361729,300060
494504,1361832,300108
494505,4541561,464477
494506,1361932,300156
494507,1362034,300204
494508,4541562,464478
494509,1362133,300252
494510,4541563,464479
494511,1362234,300300
494512,4541564,464480
494513,1362340,300348
494514,1362442,300396
494515,4541565,464481
494516,1362545,300444
494517,1362645,300492
494518,4541566,464482
494519,1362744,300540
494520,4541567,464483
494521,1362844,300588
494522,4429475,300780
494523,1362951,300636
494524,1363051,300684
494525,4541568,464484
494526,1363156,300732
494527,1363352,300828
494528,1363451,300876
494529,4541569,464485
494530,4541570,464486
494531,1363551,300924
494532,4541571,464487
494533,1363663,300972
494534,4541572,464488
494535,1363764,301020
494536,1363861,301068
494537,1363958,301116
494538,1364057,301164
494539,4541573,464489
494540,1364177,301212
494541,4541574,464490
494542,4541575,464491
494543,1364278,301260
494544,4541576,464492
494545,1364375,301308
494546,1364475,301356
494547,4541577,464493
494548,4541578,464494
494549,1364577,301404
494550,1365186,301692
494551,1364691,301452
494552,4541579,464495
494553,1364792,301500
494554,4541580,464496
494555,1364891,301548
494556,4541581,464497
494557,4541582,464498
494558,1364988,301596
494559,1365087,301644
494560,1365299,301740
494561,4541583,464499
494562,1365398,301788
494563,4541584,464500
494564,1365498,301836
494565,4541585,464501
494566,1365600,301884
494567,4541586,464502
494568,1365704,301932
494569,4541587,464503
494570,1365816,301980
494571,4541588,464504
494572,4541589,464505
494573,4541590,464506
494574,1365914,302028
494575,4541591,464507
494576,1366020,302076
494577,4541592,464508
494578,1366120,302124
494579,1366223,302172
494580,4541593,464509
494581,1366330,302220
494582,4541594,464510
494583,1366430,302268
494584,4541595,464511
494585,4541596,464512
494586,1366540,302316
494587,4541597,464513
494589,4541598,464514
494590,1366643,302364
494591,1366749,302412
494592,1366850,302460
494593,4541599,464515
494594,4541600,464517
494595,4541601,464518
494596,4541602,464519
494597,1366952,302508
494598,1367055,302556
494599,4541603,464520
494600,1367158,302604
494601,1367264,302652
494602,4541604,464521
494603,1367364,302700
494604,4541605,464522
494605,4541606,464523
494606,4541607,464524
494607,1367778,302892
494608,1367472,302748
494609,4541608,464525
494610,1367577,302796
494611,1367680,302844
494612,4541609,464526
494613,4541610,464527
494614,4541611,464528
494615,4541612,464529
494616,4541613,464530
494617,1367887,302940
494618,4541614,464531
494619,1367994,302988
494620,1368099,303036
494621,4541615,464532
494622,4541616,464533
494623,4541617,464534
494624,4541618,464535
494625,1368198,303084
494626,4541619,464536
494627,1368306,303132
494628,4541620,464537
494629,1368412,303180
494630,1368516,303228
494631,4541621,464538
494632,1368616,303276
494633,4541622,464539
494634,4541623,464540
494635,4541624,464541
494636,4541625,464542
494637,4541626,464543
494638,1368725,303324
494639,1368830,303372
494640,1368933,303420
494641,4541627,464544
494642,4541628,464545
494643,1369030,303468
494644,4541629,464546
494645,4541630,464547
494646,4541631,464548
494650,4382912,303527
494651,4376447,303539
494652,4389131,303551
494653,4389048,303553
494654,4388252,303557
494655,4388916,303561
494657,4382814,303567
494658,4386061,303580
494659,4376202,303574
494660,4306698,303593
494661,4347456,303587
494662,4310565,303594
494663,1369354,303595
494664,4388325,303609
494665,4357620,303603
494666,2636542,303610
494667,4380648,303611
494668,4544169,303625
494669,4382608,303619
494670,2635321,303628
494671,1369416,303627
494672,4543765,303641
494673,4376369,303635
494674,4361152,303644
494675,4385167,303643
494676,2627170,303657
494677,4381676,303651
494679,4374295,303663
494680,4379669,303665
494681,4387342,303667
494682,2666052,303668
494683,4344812,303669
494684,4370706,303671
494685,4387558,303673
494686,4380290,303674
494687,4383596,303675
494688,4544291,303677
494689,4384047,303679
494690,2529959,303680
494691,4386859,303681
494692,4363855,303683
494693,4387594,303685
494694,4380960,303686
494695,4384843,303687
494697,4447771,303689
494698,4384775,303691
494699,4543555,303694
494700,4348303,303697
494701,4544477,303699
494702,4544497,303701
494703,4544199,303704
494704,4363508,303707
494705,4368388,303709
494706,4380094,303711
494707,4360672,303714
494708,4544079,303717
494709,4317181,303719
494710,3104998,303721
494711,3108790,303724
494712,4543987,303727
494713,4543821,303729
494714,4258874,303731
494715,4383463,303734
494716,3148387,303737
494717,4360777,303739
494718,4387472,303741
494719,4379332,303743
494720,4346526,303745
494721,4543833,303747
494722,4364308,303749
494723,4386749,303751
494724,4374405,303753
494725,4374617,303755
494726,4370785,303757
494727,4356551,303759
494728,4359892,303761
494729,4381456,303763
494730,4447635,303765
494731,3145767,303767
494732,3143642,303769
494733,4369347,303771
494734,4367741,303773
494735,4379020,303775
494736,3154316,303777
494737,4372943,303779
494738,4352737,303781
494739,4244487,303783
494740,4379141,303785
494741,4325415,303787
494742,4345920,303789
494743,4384110,303791
494744,3122154,303793
494745,4381182,303795
494746,4543547,303797
494747,3144366,303799
494748,4337520,303803
494750,4544263,303807
494751,4544413,303811
494752,4388596,303815
494753,4543785,303819
494754,4543687,303823
494755,4357130,303827
494756,4543643,303831
